Work Order Number,Status,Status Text,Category Code,Category Text,Division,Division Text,Department,Department Text,Priority,Priority Text,Total Cost,Quantity,Actual Labor Hours,Actual Labor Cost,Actual Equip Cost,Actual Material Cost,Contractor Cost,Misc. Cost,Creation Date,Status Date,Start Date,End Date,Duration Actual(Hrs),Billing Required,Main Task,Main Task Text,Cause,Cause Text,Problem,Problem Text,Desc 1,Desc 2,Asset,Assigned Crew,Assigned Crew Text,Supervisor,LeadWorker Id,Street Address,Street Direction,Street Name,Street Type,Loc Zip Code,Street 2 Direction,Street 2 Name,Street 2 Type,Project Number,Building Number,Facility Location,Route (Geographic),Route (Geographic) Text,PM Trigger,PM Trigger Text
18-000540,800,Closed In Field,STT13,Junction Boxes,OPSTT,Traffic,STR,Streets,,,132.19,0,2,97.77,33.88,0.54,0,0,7/25/2018 0:00,7/25/2018 0:00,7/25/2018 0:00,7/25/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINANDHOLE401,,,,,,,,,,,,,,,,,,,
18-001152,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,88.98,0,1,35.74,31.28,21.96,0,0,9/21/2018 0:00,12/17/2018 0:00,9/10/2018 0:00,9/10/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,LIGHTINCONDUIT1019,,,,,,,,,,,,,,,,,,,
18-001181,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,50.26,0,0.75,26.8,23.46,0,0,0,9/21/2018 0:00,12/17/2018 0:00,9/12/2018 0:00,9/12/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,LIGHTINCONDUIT1020,,,,,,,,,,,,,,,,,,,
18-002155,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,123.9,0,2,75.22,48.68,0,0,0,12/21/2018 0:00,1/7/2019 0:00,12/19/2018 0:00,12/19/2018 0:00,0,FALSE,STT12,Streetlight Cable Replacement,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT1205,,,,,,,,,,,,,,,,,,,
18-002159,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,347.33,0,5,188.04,121.7,37.59,0,0,12/24/2018 0:00,1/22/2019 0:00,12/20/2018 0:00,12/20/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT1205,,,,,1212,,Nevada,,,,,,,,,,,,
18-000454,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STR,Streets,,,31.14,0,0.25,8.93,13.34,8.87,0,0,7/20/2018 0:00,12/17/2018 0:00,7/16/2018 0:00,7/16/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,LIGHTINCONDUIT131,,,,,,,,,,,,,,,,,,,
19-000533,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,278.77,0,4.5,169.24,109.53,0,0,0,3/26/2019 0:00,3/27/2019 0:00,3/22/2019 0:00,3/22/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT133,,,,,,,,,,,,,,,,,,,
19-000245,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,216.82,0,3.5,131.63,85.19,0,0,0,2/8/2019 0:00,2/18/2019 0:00,2/7/2019 0:00,2/7/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT134,,,,,,,,,,,,,,,,,,,
19-000661,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,247.79,0,4,150.43,97.36,0,0,0,4/24/2019 0:00,5/8/2019 0:00,4/23/2019 0:00,4/23/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT213,,,,,,,,,,,,,,,,,,,
18-001017,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,618.66,0,12,451.3,155.16,12.2,0,0,9/7/2018 0:00,12/17/2018 0:00,9/6/2018 0:00,9/7/2018 0:00,8,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT222,,,,,,,,,,,,,,,,,,,
19-001071,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,344.44,0,5,188.04,156.4,0,0,0,7/29/2019 0:00,8/2/2019 0:00,7/19/2019 0:00,7/19/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT229,,,,,,,,,,,,,,,,,,,
18-000717,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,FLT,Fleet,,,123.9,0,2,75.22,48.68,0,0,0,8/14/2018 0:00,12/17/2018 0:00,8/14/2018 0:00,8/14/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT231,,,,,,,,,,,,,,,,,,,
19-000667,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,185.84,0,3,112.82,73.02,0,0,0,4/25/2019 0:00,5/8/2019 0:00,4/24/2019 0:00,4/24/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT240,,,,,,,,,,,,,,,,,,,
19-000655,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,92.92,0,1.5,56.41,36.51,0,0,0,4/23/2019 0:00,4/24/2019 0:00,4/22/2019 0:00,4/22/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT240,,,,,,,,,,,,,,,,,,,
18-002139,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,257.94,0,4,146.7,111.24,0,0,0,12/18/2018 0:00,12/19/2018 0:00,12/18/2018 0:00,12/18/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT271,,,,,,,,,,,,,,,,,,,
18-001701,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,340.68,0,7,250.17,90.51,0,0,0,10/28/2018 0:00,12/14/2018 0:00,10/8/2018 0:00,10/8/2018 0:00,0,FALSE,STT11,Streetlight Cable Installation,STTC1,Systematic Maintenance,STTP23,Update Wiring for Equipment/Devices,,,LIGHTINCONDUIT292,,,,,,,,,,,,,,,,,,,
18-001415,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,551.1,0,8,300.86,250.24,0,0,0,10/10/2018 0:00,12/17/2018 0:00,10/8/2018 0:00,10/8/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT292,,,,,114,,S. Race,,,,,,,,,,,,
18-000987,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,690.21,0,16,586.77,103.44,0,0,0,9/4/2018 0:00,12/17/2018 0:00,9/4/2018 0:00,9/4/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT292,,,,,,,,,,,,,,,,,,,
18-000456,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,694.62,0,13.7,505.89,188.73,0,0,0,7/20/2018 0:00,12/14/2018 0:00,7/18/2018 0:00,7/26/2018 0:00,64,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT292,,,,,,,,,,,,,,,,,,,
18-001165,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,33.84,0,0.25,8.93,7.82,17.09,0,0,9/21/2018 0:00,12/17/2018 0:00,9/11/2018 0:00,9/21/2018 0:00,80,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,LIGHTINCONDUIT292,,,,,,,,,,,,,,,,,,,
18-000420,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,101.08,0,2,75.22,25.86,0,0,0,7/18/2018 0:00,12/17/2018 0:00,7/16/2018 0:00,7/16/2018 0:00,0,FALSE,STT46,Meetings,STTC3,Reactive Maintenance,STTP25,Meetings,,,LIGHTINCONDUIT292,,,,,,,,,,,,,,,,,,,
19-001114,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,566.74,0,8,300.86,250.24,15.64,0,0,7/31/2019 0:00,8/2/2019 0:00,7/31/2019 0:00,7/31/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT294,,,,,,,,,,,,,,,,,,,
19-001010,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,515.45,0,10,393.75,121.7,0,0,0,7/17/2019 0:00,7/19/2019 0:00,7/12/2019 0:00,7/12/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT294,,,,,,,,,,,,,,,,,,,
19-001075,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,242.16,0,4,190.44,51.72,0,0,0,7/30/2019 0:00,8/2/2019 0:00,7/27/2019 0:00,7/27/2019 0:00,0,FALSE,STT99,Replace,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT294,,,,,,,,,,,,,,,,,,,
19-001263,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,1055.92,0,8,392.32,653.92,9.68,0,0,8/14/2019 0:00,8/15/2019 0:00,8/14/2019 0:00,8/14/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT344,,,,,,,,,,,,,,,,,,,
19-001216,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,160.64,0,2,98.08,62.56,0,0,0,8/8/2019 0:00,8/15/2019 0:00,8/5/2019 0:00,8/5/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT344,,,,,,,,,,,,,,,,,,,
19-000979,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,492.74,0,7,263.26,218.96,10.52,0,0,7/9/2019 0:00,7/25/2019 0:00,7/9/2019 0:00,7/9/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT344,,,,,,,,,,,,,,,,,,,
19-001282,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,321.28,0,4,196.16,125.12,0,0,0,8/20/2019 0:00,8/26/2019 0:00,8/20/2019 0:00,8/20/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT373,,,,,,,,,,,,,,,,,,,
18-001177,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,31.37,0,0.25,8.93,7.82,14.62,0,0,9/21/2018 0:00,12/17/2018 0:00,9/11/2018 0:00,9/11/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,LIGHTINCONDUIT410,,,,,,,,,,,,,,,,,,,
18-001154,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,31.37,0,0.25,8.93,7.82,14.62,0,0,9/21/2018 0:00,12/17/2018 0:00,9/10/2018 0:00,9/10/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,LIGHTINCONDUIT411,,,,,,,,,,,,,,,,,,,
19-000988,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,423.94,0,6,225.65,198.29,0,0,0,7/11/2019 0:00,7/25/2019 0:00,7/11/2019 0:00,7/11/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT462,,,,,,,,,,,,,,,,,,,
18-000544,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,49.06,0,1,42.59,6.47,0,0,0,7/26/2018 0:00,12/17/2018 0:00,7/26/2018 0:00,7/26/2018 0:00,0,FALSE,STT99,Replace,STTC3,Reactive Maintenance,STTP11,Bad Component,,,LIGHTINCONDUIT463,,,,,,,,,,,,,,,,,,,
18-000698,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,580.5,0,12,440.08,140.42,0,0,0,8/10/2018 0:00,12/17/2018 0:00,8/10/2018 0:00,8/10/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT477,,,,,,,,,,,,,,,,,,,
18-000694,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,815.33,0,16,586.77,228.56,0,0,0,8/9/2018 0:00,12/17/2018 0:00,8/9/2018 0:00,8/9/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT477,,,,,,,,,,,,,,,,,,,
18-001081,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,358.04,0,3,112.82,245.22,0,0,0,9/17/2018 0:00,12/17/2018 0:00,9/17/2018 0:00,9/17/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT495,,,,,,,,,,,,,,,,,,,
18-000482,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STR,Streets,,,39.2,0,0.33,11.79,10.32,17.09,0,0,7/23/2018 0:00,12/17/2018 0:00,7/18/2018 0:00,7/18/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,LIGHTINCONDUIT590,,,,,,,,,,,,,,,,,,,
18-001374,800,Closed In Field,STT11,Conduit_Buried Cable,OPSTT,Traffic,STR,Streets,,,201.06,0,3,107.22,93.84,0,0,0,10/6/2018 0:00,9/26/2018 0:00,9/26/2018 0:00,9/26/2018 0:00,0,FALSE,STT11,Streetlight Cable Installation,STTC1,Systematic Maintenance,STTP15,New Field Wiring,,,LIGHTINCONDUIT627,,,,,,,,,,,,,,,,,,,
19-001072,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,7/29/2019 0:00,8/2/2019 0:00,7/19/2019 0:00,7/19/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,LIGHTINCONDUIT678,,,,,,,,,,,,,,,,,,,
18-000187,2,New Work Order,STT11,Conduit_Buried Cable,OPSTT,Traffic,STR,Streets,,,0,0,0,0,0,0,0,0,6/29/2018 0:00,6/29/2018 0:00,,,0,FALSE,,,,,,,,,LIGHTINCONDUIT761,,,,,,,,,,,,,,,,,,,
18-001060,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,404.3,0,8,300.86,103.44,0,0,0,9/17/2018 0:00,12/17/2018 0:00,9/12/2018 0:00,9/12/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT81,,,,,,,,,,,,,,,,,,,
18-001058,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,227.43,0,4.5,169.24,58.19,0,0,0,9/17/2018 0:00,12/17/2018 0:00,9/11/2018 0:00,9/11/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT81,,,,,,,,,,,,,,,,,,,
18-001056,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,303.23,0,6,225.65,77.58,0,0,0,9/17/2018 0:00,12/17/2018 0:00,9/10/2018 0:00,9/10/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT81,,,,,,,,,,,,,,,,,,,
18-000699,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,172.56,0,4,146.7,25.86,0,0,0,8/10/2018 0:00,12/17/2018 0:00,8/10/2018 0:00,8/10/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP13,Fault Caused by Normal Deterioration,,,LIGHTINCONDUIT81,,,,,,,,,,,,,,,,,,,
18-001175,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,23.73,0,0.25,8.93,7.82,6.98,0,0,9/21/2018 0:00,12/17/2018 0:00,9/11/2018 0:00,9/11/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,LIGHTINCONDUIT839,,,,,,,,,,,,,,,,,,,
19-000149,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,522.39,0,10,393.75,128.64,0,0,0,1/29/2019 0:00,2/18/2019 0:00,1/28/2019 0:00,1/28/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP51,Check/Inspect Streetlights,,,LIGHTINCONDUIT85,,,,,,,,,,,,,,,,,,,
18-001551,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,33.84,0,0.25,8.93,7.82,17.09,0,0,10/23/2018 0:00,12/14/2018 0:00,10/1/2018 0:00,10/1/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,LIGHTINCONDUIT908,,,,,,,,,,,,,,,,,,,
19-001215,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,401.6,0,5,245.2,156.4,0,0,0,8/8/2019 0:00,8/15/2019 0:00,8/5/2019 0:00,8/5/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT922,,,,,,,,,,,,,,,,,,,
19-001193,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,120.48,0,1.5,73.56,46.92,0,0,0,8/6/2019 0:00,8/15/2019 0:00,8/2/2019 0:00,8/2/2019 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP14,Fault Caused by Controllable Causes,,,LIGHTINCONDUIT922,,,,,,,,,,,,,,,,,,,
18-001867,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,123.9,0,2,75.22,48.68,0,0,0,11/14/2018 0:00,12/14/2018 0:00,11/14/2018 0:00,11/14/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP17,Unintentional Utility Cut,,,LIGHTINCONDUIT922,,,,,,,,,,,,,,,,,,,
18-000882,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STR,Streets,,,42.68,0,0.66,27.49,10.32,4.87,0,0,8/22/2018 0:00,12/17/2018 0:00,8/22/2018 0:00,8/22/2018 0:00,0,FALSE,STT3,Streetlight Relamps,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,LIGHTINCONDUIT954,,,,,,,,,,,,,,,,,,,
18-001474,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,227.43,0,4.5,169.24,58.19,0,0,0,10/16/2018 0:00,12/14/2018 0:00,10/16/2018 0:00,10/16/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER1,,,,,,,,,,,,,,,,,,,
18-001455,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,404.3,0,8,300.86,103.44,0,0,0,10/12/2018 0:00,12/17/2018 0:00,10/12/2018 0:00,10/12/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER1,,,,,,,,,,,,,,,,,,,
18-001005,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,101.08,0,2,75.22,25.86,0,0,0,9/5/2018 0:00,12/17/2018 0:00,9/5/2018 0:00,9/5/2018 0:00,0,FALSE,STT99,Replace,STTC3,Reactive Maintenance,STTP12,Replace Deteriorated Component,,,LIGHTINTROLLER10,,,,,,,,,,,,,,,,,,,
18-001985,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,154.63,0,3,118.12,36.51,0,0,0,12/5/2018 0:00,12/14/2018 0:00,12/4/2018 0:00,12/4/2018 0:00,0,FALSE,STT7,Fault Repair,STTC3,Reactive Maintenance,STTP51,Check/Inspect Streetlights,,,LIGHTINTROLLER11,,,,,,,,,,,,,,,,,,,
18-001482,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,303.23,0,6,225.65,77.58,0,0,0,10/17/2018 0:00,12/14/2018 0:00,10/17/2018 0:00,10/17/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,100' W of Intersection at Lincoln,900 W Bradley Ave,LIGHTINTROLLER2,,,,,,,900 W Bradley Ave,,,,,,,,,,,,
18-001097,999,Complete,STTCAB,Cabinets,OPSTT,Traffic,STR,Streets,,,50.54,0,1,37.61,12.93,0,0,0,9/19/2018 0:00,12/17/2018 0:00,9/19/2018 0:00,9/19/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,,,,,LIGHTINTROLLER28,,,,,,,,,,,,,,,,,,,
18-000316,2,New Work Order,STT12,Street Light Controllers,OPSTT,Traffic,STR,Streets,,,0,0,0,0,0,0,0,0,7/11/2018 0:00,7/11/2018 0:00,,,0,FALSE,,,,,,,,,LIGHTINTROLLER30,,,,,,,,,,,,,,,,,,,
18-001800,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,101.08,0,2,75.22,25.86,0,0,0,11/2/2018 0:00,12/14/2018 0:00,11/1/2018 0:00,11/1/2018 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP51,Check/Inspect Streetlights,,,LIGHTINTROLLER37,,,,,,,,,,,,,,,,,,,
18-000606,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,404.3,0,8,300.86,103.44,0,0,0,8/1/2018 0:00,12/17/2018 0:00,7/31/2018 0:00,7/31/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER49,,,,,,,,,,,,,,,,,,,
18-000605,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,353.77,0,7,263.26,90.51,0,0,0,8/1/2018 0:00,12/17/2018 0:00,8/1/2018 0:00,8/1/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER49,,,,,,,,,,,,,,,,,,,
18-000417,999,Complete,STT,Traffic,OPSTT,Traffic,STT,Traffic,,,101.08,0,2,75.22,25.86,0,0,0,7/18/2018 0:00,12/17/2018 0:00,7/17/2018 0:00,7/17/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER49,,,,,,,,,,,,,,,,,,,
18-000992,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,404.3,0,8,300.86,103.44,0,0,0,9/4/2018 0:00,12/17/2018 0:00,8/29/2018 0:00,8/29/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER51,,,,,,,,,,,,,,,,,,,
18-000906,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,353.77,0,7,263.26,90.51,0,0,0,8/23/2018 0:00,12/17/2018 0:00,8/23/2018 0:00,8/23/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER51,,,,,,,,,,,,,,,,,,,
18-000893,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,477.39,0,4,150.43,326.96,0,0,0,8/23/2018 0:00,12/17/2018 0:00,8/22/2018 0:00,8/22/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER51,,,,,,,,,,,,,,,,,,,
18-000684,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,328.5,0,6.5,244.45,84.05,0,0,0,8/8/2018 0:00,12/17/2018 0:00,8/8/2018 0:00,8/8/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER51,,,,,,,,,,,,,,,,,,,
18-001149,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,404.3,0,8,300.86,103.44,0,0,0,9/21/2018 0:00,12/17/2018 0:00,9/20/2018 0:00,9/20/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER52,,,,,,,,,,,,,,,,,,,
18-001099,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,252.69,0,5,188.04,64.65,0,0,0,9/19/2018 0:00,12/17/2018 0:00,9/19/2018 0:00,9/19/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER52,,,,,,,,,,,,,,,,,,,
18-001092,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,101.08,0,2,75.22,25.86,0,0,0,9/19/2018 0:00,12/17/2018 0:00,9/18/2018 0:00,9/18/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER52,,,,,,,,,,,,,,,,,,,
18-001453,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,404.3,0,8,300.86,103.44,0,0,0,10/12/2018 0:00,12/17/2018 0:00,10/10/2018 0:00,10/10/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,LIGHTINTROLLER53,,,,,,,,,,,,,,,,,,,
